2022 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:16 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,Group,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
ACT,318,Bean,A,0,37878,A Above-the-line Votes,Australian Labor Party,ALP,N,N,22966,391,156,695,2510,26718
ACT,318,Bean,A,1,36044,"GALLAGHER, Katy",Australian Labor Party,ALP,Y,Y,5097,81,22,113,441,5754
ACT,318,Bean,A,2,36045,"NORTHAM, Maddy",Australian Labor Party,ALP,N,N,144,5,0,7,17,173
ACT,318,Bean,B,0,37876,B Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,336,11,2,20,58,427
ACT,318,Bean,B,1,37241,"ANGEL, Joy",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,71,4,1,5,15,96
ACT,318,Bean,B,2,37248,"HAYDON, John",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,26,0,0,1,4,31
ACT,318,Bean,C,0,37873,C Above-the-line Votes,United Australia Party,UAPP,N,N,1733,59,13,87,135,2027
ACT,318,Bean,C,1,36097,"SAVOULIDIS, James",United Australia Party,UAPP,N,N,268,4,1,10,16,299
ACT,318,Bean,C,2,36098,"PAGE, Tracey",United Australia Party,UAPP,N,N,43,3,0,2,4,52
ACT,318,Bean,D,0,37881,D Above-the-line Votes,Liberal,LP,N,N,20919,361,133,701,2344,24458
ACT,318,Bean,D,1,37184,"SESELJA, Zed",Liberal,LP,N,Y,1813,34,20,50,174,2091
ACT,318,Bean,D,2,37189,"LAM, Kacey",Liberal,LP,N,N,344,6,1,15,59,425
ACT,318,Bean,E,0,37875,E Above-the-line Votes,David Pocock,DAVI,N,N,14165,333,85,284,1138,16005
ACT,318,Bean,E,1,35953,"POCOCK, David",David Pocock,DAVI,Y,N,4539,89,28,94,380,5130
ACT,318,Bean,E,2,35954,"DOUBE, Clare",David Pocock,DAVI,N,N,31,0,0,0,4,35
ACT,318,Bean,F,0,37871,F Above-the-line Votes,Kim for Canberra,KCBR,N,N,2222,43,16,43,235,2559
ACT,318,Bean,F,1,36889,"RUBENSTEIN, Kim",Kim for Canberra,KCBR,N,N,1112,14,3,21,125,1275
ACT,318,Bean,F,2,36891,"HUYNH, Kim",Kim for Canberra,KCBR,N,N,27,0,0,4,3,34
ACT,318,Bean,G,0,37880,G Above-the-line Votes,Australian Progressives,AUP,N,N,103,2,3,7,27,142
ACT,318,Bean,G,1,37384,"FAULKNER, Therese",Australian Progressives,AUP,N,N,57,0,1,1,5,64
ACT,318,Bean,G,2,37386,"LIN, Stephen",Australian Progressives,AUP,N,N,6,0,0,1,0,7
ACT,318,Bean,H,0,37879,H Above-the-line Votes,The Greens,GRN,N,N,5634,186,51,261,614,6746
ACT,318,Bean,H,1,36071,"GORENG GORENG, Tjanara",The Greens,GRN,N,N,1145,33,6,43,76,1303
ACT,318,Bean,H,2,36072,"CRUZ, James",The Greens,GRN,N,N,133,7,1,9,11,161
ACT,318,Bean,I,0,37872,I Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,1438,47,11,73,83,1652
ACT,318,Bean,I,1,36089,"KATELARIS, Andrew",Legalise Cannabis Australia,HMP,N,N,149,4,1,7,9,170
ACT,318,Bean,I,2,36092,"STANVIC, Michelle",Legalise Cannabis Australia,HMP,N,N,26,2,0,1,0,29
ACT,318,Bean,J,0,37874,J Above-the-line Votes,Animal Justice Party,AJP,N,N,468,14,6,29,81,598
ACT,318,Bean,J,1,36246,"del VALLE, Yana",Animal Justice Party,AJP,N,N,68,3,0,3,5,79
ACT,318,Bean,J,2,36251,"FAHIZ, Jannah",Animal Justice Party,AJP,N,N,9,0,0,2,2,13
ACT,318,Bean,K,0,37877,K Above-the-line Votes,Informed Medical Options Party,IMO,N,N,372,8,4,13,42,439
ACT,318,Bean,K,1,36260,"SIMMS, Michael",Informed Medical Options Party,IMO,N,N,85,3,0,1,18,107
ACT,318,Bean,K,2,36279,"LIDDICOAT, Mary-Jane",Informed Medical Options Party,IMO,N,N,24,1,0,0,2,27
ACT,318,Bean,UG,1,36976,"LI, Fuxin",Independent,IND,N,N,119,6,0,2,16,143
ACT,101,Canberra,A,0,37878,A Above-the-line Votes,Australian Labor Party,ALP,N,N,19512,438,150,998,2652,23750
ACT,101,Canberra,A,1,36044,"GALLAGHER, Katy",Australian Labor Party,ALP,Y,Y,5866,88,49,213,659,6875
ACT,101,Canberra,A,2,36045,"NORTHAM, Maddy",Australian Labor Party,ALP,N,N,175,4,1,8,25,213
ACT,101,Canberra,B,0,37876,B Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,262,9,2,31,79,383
ACT,101,Canberra,B,1,37241,"ANGEL, Joy",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,91,5,2,4,18,120
ACT,101,Canberra,B,2,37248,"HAYDON, John",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,13,0,0,1,5,19
ACT,101,Canberra,C,0,37873,C Above-the-line Votes,United Australia Party,UAPP,N,N,926,42,15,81,102,1166
ACT,101,Canberra,C,1,36097,"SAVOULIDIS, James",United Australia Party,UAPP,N,N,166,3,1,13,23,206
ACT,101,Canberra,C,2,36098,"PAGE, Tracey",United Australia Party,UAPP,N,N,18,3,1,2,4,28
ACT,101,Canberra,D,0,37881,D Above-the-line Votes,Liberal,LP,N,N,13756,278,100,771,2249,17154
ACT,101,Canberra,D,1,37184,"SESELJA, Zed",Liberal,LP,N,Y,1258,39,6,76,173,1552
ACT,101,Canberra,D,2,37189,"LAM, Kacey",Liberal,LP,N,N,324,4,2,19,60,409
ACT,101,Canberra,E,0,37875,E Above-the-line Votes,David Pocock,DAVI,N,N,13306,330,101,529,1401,15667
ACT,101,Canberra,E,1,35953,"POCOCK, David",David Pocock,DAVI,Y,N,5262,117,32,192,514,6117
ACT,101,Canberra,E,2,35954,"DOUBE, Clare",David Pocock,DAVI,N,N,22,2,0,0,9,33
ACT,101,Canberra,F,0,37871,F Above-the-line Votes,Kim for Canberra,KCBR,N,N,3154,52,21,87,415,3729
ACT,101,Canberra,F,1,36889,"RUBENSTEIN, Kim",Kim for Canberra,KCBR,N,N,1797,17,7,48,176,2045
ACT,101,Canberra,F,2,36891,"HUYNH, Kim",Kim for Canberra,KCBR,N,N,54,1,1,4,12,72
ACT,101,Canberra,G,0,37880,G Above-the-line Votes,Australian Progressives,AUP,N,N,124,6,0,12,36,178
ACT,101,Canberra,G,1,37384,"FAULKNER, Therese",Australian Progressives,AUP,N,N,64,1,1,7,9,82
ACT,101,Canberra,G,2,37386,"LIN, Stephen",Australian Progressives,AUP,N,N,18,0,0,1,4,23
ACT,101,Canberra,H,0,37879,H Above-the-line Votes,The Greens,GRN,N,N,7922,189,73,540,1030,9754
ACT,101,Canberra,H,1,36071,"GORENG GORENG, Tjanara",The Greens,GRN,N,N,2039,48,11,79,218,2395
ACT,101,Canberra,H,2,36072,"CRUZ, James",The Greens,GRN,N,N,159,2,0,8,13,182
ACT,101,Canberra,I,0,37872,I Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,734,41,11,74,78,938
ACT,101,Canberra,I,1,36089,"KATELARIS, Andrew",Legalise Cannabis Australia,HMP,N,N,83,2,0,5,8,98
ACT,101,Canberra,I,2,36092,"STANVIC, Michelle",Legalise Cannabis Australia,HMP,N,N,17,0,0,1,3,21
ACT,101,Canberra,J,0,37874,J Above-the-line Votes,Animal Justice Party,AJP,N,N,349,15,3,17,69,453
ACT,101,Canberra,J,1,36246,"del VALLE, Yana",Animal Justice Party,AJP,N,N,96,2,3,3,6,110
ACT,101,Canberra,J,2,36251,"FAHIZ, Jannah",Animal Justice Party,AJP,N,N,11,1,0,1,0,13
ACT,101,Canberra,K,0,37877,K Above-the-line Votes,Informed Medical Options Party,IMO,N,N,249,13,4,17,37,320
ACT,101,Canberra,K,1,36260,"SIMMS, Michael",Informed Medical Options Party,IMO,N,N,66,2,0,3,9,80
ACT,101,Canberra,K,2,36279,"LIDDICOAT, Mary-Jane",Informed Medical Options Party,IMO,N,N,22,1,0,4,4,31
ACT,101,Canberra,UG,1,36976,"LI, Fuxin",Independent,IND,N,N,149,5,0,7,11,172
ACT,102,Fenner,A,0,37878,A Above-the-line Votes,Australian Labor Party,ALP,N,N,22805,420,169,688,2359,26441
ACT,102,Fenner,A,1,36044,"GALLAGHER, Katy",Australian Labor Party,ALP,Y,Y,4470,88,24,98,412,5092
ACT,102,Fenner,A,2,36045,"NORTHAM, Maddy",Australian Labor Party,ALP,N,N,132,4,1,2,29,168
ACT,102,Fenner,B,0,37876,B Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,320,13,4,27,87,451
ACT,102,Fenner,B,1,37241,"ANGEL, Joy",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,79,0,0,2,5,86
ACT,102,Fenner,B,2,37248,"HAYDON, John",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,21,0,0,0,4,25
ACT,102,Fenner,C,0,37873,C Above-the-line Votes,United Australia Party,UAPP,N,N,1675,45,17,89,174,2000
ACT,102,Fenner,C,1,36097,"SAVOULIDIS, James",United Australia Party,UAPP,N,N,240,6,1,12,26,285
ACT,102,Fenner,C,2,36098,"PAGE, Tracey",United Australia Party,UAPP,N,N,40,0,1,5,3,49
ACT,102,Fenner,D,0,37881,D Above-the-line Votes,Liberal,LP,N,N,19030,307,117,607,2289,22350
ACT,102,Fenner,D,1,37184,"SESELJA, Zed",Liberal,LP,N,Y,1690,34,15,47,171,1957
ACT,102,Fenner,D,2,37189,"LAM, Kacey",Liberal,LP,N,N,281,5,1,8,48,343
ACT,102,Fenner,E,0,37875,E Above-the-line Votes,David Pocock,DAVI,N,N,11486,280,81,215,1033,13095
ACT,102,Fenner,E,1,35953,"POCOCK, David",David Pocock,DAVI,Y,N,3812,83,30,67,307,4299
ACT,102,Fenner,E,2,35954,"DOUBE, Clare",David Pocock,DAVI,N,N,20,0,0,0,5,25
ACT,102,Fenner,F,0,37871,F Above-the-line Votes,Kim for Canberra,KCBR,N,N,1626,37,14,48,151,1876
ACT,102,Fenner,F,1,36889,"RUBENSTEIN, Kim",Kim for Canberra,KCBR,N,N,881,7,5,11,75,979
ACT,102,Fenner,F,2,36891,"HUYNH, Kim",Kim for Canberra,KCBR,N,N,45,0,1,1,6,53
ACT,102,Fenner,G,0,37880,G Above-the-line Votes,Australian Progressives,AUP,N,N,113,1,0,7,14,135
ACT,102,Fenner,G,1,37384,"FAULKNER, Therese",Australian Progressives,AUP,N,N,64,4,0,0,9,77
ACT,102,Fenner,G,2,37386,"LIN, Stephen",Australian Progressives,AUP,N,N,17,0,0,0,1,18
ACT,102,Fenner,H,0,37879,H Above-the-line Votes,The Greens,GRN,N,N,6150,193,73,266,599,7281
ACT,102,Fenner,H,1,36071,"GORENG GORENG, Tjanara",The Greens,GRN,N,N,1186,28,10,37,130,1391
ACT,102,Fenner,H,2,36072,"CRUZ, James",The Greens,GRN,N,N,119,3,1,3,21,147
ACT,102,Fenner,I,0,37872,I Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,1178,60,20,70,117,1445
ACT,102,Fenner,I,1,36089,"KATELARIS, Andrew",Legalise Cannabis Australia,HMP,N,N,107,5,3,4,18,137
ACT,102,Fenner,I,2,36092,"STANVIC, Michelle",Legalise Cannabis Australia,HMP,N,N,21,1,0,1,3,26
ACT,102,Fenner,J,0,37874,J Above-the-line Votes,Animal Justice Party,AJP,N,N,392,15,5,24,92,528
ACT,102,Fenner,J,1,36246,"del VALLE, Yana",Animal Justice Party,AJP,N,N,65,5,0,3,11,84
ACT,102,Fenner,J,2,36251,"FAHIZ, Jannah",Animal Justice Party,AJP,N,N,11,0,0,0,0,11
ACT,102,Fenner,K,0,37877,K Above-the-line Votes,Informed Medical Options Party,IMO,N,N,292,6,1,12,38,349
ACT,102,Fenner,K,1,36260,"SIMMS, Michael",Informed Medical Options Party,IMO,N,N,67,2,0,3,13,85
ACT,102,Fenner,K,2,36279,"LIDDICOAT, Mary-Jane",Informed Medical Options Party,IMO,N,N,17,0,0,1,2,20
ACT,102,Fenner,UG,1,36976,"LI, Fuxin",Independent,IND,N,N,224,6,0,4,18,252
NSW,103,Banks,A,0,37972,A Above-the-line Votes,Animal Justice Party,AJP,N,N,1325,79,26,64,224,1718
NSW,103,Banks,A,1,36425,"BROLLO, Darren",Animal Justice Party,AJP,N,N,108,16,2,4,7,137
NSW,103,Banks,A,2,36430,"POWER, Julie",Animal Justice Party,AJP,N,N,24,2,0,0,6,32
NSW,103,Banks,B,0,37966,B Above-the-line Votes,TNL,TNL,N,N,109,4,0,7,18,138
NSW,103,Banks,B,1,36771,"KEEN, Steve",TNL,TNL,N,N,17,1,1,0,10,29
NSW,103,Banks,B,2,36773,"GREEN, Melissa",TNL,TNL,N,N,7,0,0,0,1,8
NSW,103,Banks,C,0,37976,C Above-the-line Votes,Citizens Party,CEC,N,N,238,13,2,11,11,275
NSW,103,Banks,C,1,37147,"LIU, Kingsley",Citizens Party,CEC,N,N,20,1,0,2,4,27
NSW,103,Banks,C,2,37148,"LAWLER, Ann",Citizens Party,CEC,N,N,4,0,0,0,1,5
NSW,103,Banks,D,0,37984,D Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,315,25,5,9,71,425
NSW,103,Banks,D,1,37149,"LAMB, Georgia",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,26,1,0,2,2,31
NSW,103,Banks,D,2,37152,"DE VIVE, Suzanne",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,2,1,0,0,0,3
NSW,103,Banks,E,0,37968,E Above-the-line Votes,The Greens,GRN,N,N,6088,295,54,305,803,7545
NSW,103,Banks,E,1,36581,"SHOEBRIDGE, David",The Greens,GRN,Y,N,335,13,3,17,55,423
NSW,103,Banks,E,2,36585,"COHN, Amanda",The Greens,GRN,N,N,43,3,1,5,11,63
NSW,103,Banks,E,3,36634,"FLOOD, Rochelle",The Greens,GRN,N,N,6,0,0,2,1,9
NSW,103,Banks,E,4,36637,"SCOTT, Jane",The Greens,GRN,N,N,5,1,0,1,3,10
NSW,103,Banks,E,5,36639,"ARYA, Hawa",The Greens,GRN,N,N,13,1,0,2,6,22
NSW,103,Banks,E,6,36638,"WHEELER, Danielle",The Greens,GRN,N,N,13,0,0,0,2,15
NSW,103,Banks,F,0,37969,F Above-the-line Votes,,,N,N,178,3,3,7,16,207
NSW,103,Banks,F,1,37143,"BODDY, Max",,,N,N,6,1,0,0,0,7
NSW,103,Banks,F,2,37145,"GRENFELL, Oscar",,,N,N,2,0,0,0,0,2
NSW,103,Banks,G,0,37983,G Above-the-line Votes,"Liberal Party of Australia,NSW Division-National Party of Australia NSW",LPNP,N,N,29482,805,196,981,4574,36038
NSW,103,Banks,G,1,37567,"PAYNE, Marise",Liberal,LP,Y,Y,511,19,7,29,138,704
NSW,103,Banks,G,2,37576,"CADELL, Ross",The Nationals,NP,Y,N,18,0,1,3,4,26
NSW,103,Banks,G,3,37577,"MOLAN, Jim",Liberal,LP,Y,Y,155,3,1,10,87,256
NSW,103,Banks,G,4,37578,"PENFOLD, Alison Louise",The Nationals,NP,N,N,14,1,0,2,1,18
NSW,103,Banks,G,5,37581,"JARVIS, Mary-Lou",Liberal,LP,N,N,16,0,1,0,1,18
NSW,103,Banks,G,6,37584,"McGAHEY, Vicky",Liberal,LP,N,N,25,1,0,1,2,29
NSW,103,Banks,H,0,37981,H Above-the-line Votes,Reason Australia,REAS,N,N,162,9,1,9,51,232
NSW,103,Banks,H,1,37396,"CARO, Jane",Reason Australia,REAS,N,N,53,0,0,2,9,64
NSW,103,Banks,H,2,37397,"MAHER, Hannah Kate",Reason Australia,REAS,N,N,2,1,0,0,0,3
NSW,103,Banks,H,3,37402,"RYALL, Diana",Reason Australia,REAS,N,N,1,0,0,0,0,1
NSW,103,Banks,I,0,37987,I Above-the-line Votes,Socialist Alliance,SAL,N,N,121,7,0,7,18,153
NSW,103,Banks,I,1,37484,"SANCHEZ, Paula",Socialist Alliance,SAL,N,N,7,0,0,0,1,8
NSW,103,Banks,I,2,37502,"LEKA, Niko",Socialist Alliance,SAL,N,N,2,0,0,0,0,2
NSW,103,Banks,I,3,37508,"EVANS, Rachel",Socialist Alliance,SAL,N,N,2,0,0,0,0,2
NSW,103,Banks,J,0,37988,J Above-the-line Votes,Federal ICAC Now,FIN,N,N,141,7,0,10,21,179
NSW,103,Banks,J,1,37478,"JONES, Ross",Federal ICAC Now,FIN,N,N,21,0,0,2,1,24
NSW,103,Banks,J,2,37489,"ANDERSON, Gabrielle",Federal ICAC Now,FIN,N,N,2,0,0,0,1,3
NSW,103,Banks,K,0,37977,K Above-the-line Votes,Australian Democrats,AUD,N,N,208,11,0,8,30,257
NSW,103,Banks,K,1,37392,"BATY, Steven James",Australian Democrats,AUD,N,N,17,1,0,0,1,19
NSW,103,Banks,K,2,37403,"ROGERS, Suzanne",Australian Democrats,AUD,N,N,4,0,0,0,0,4
NSW,103,Banks,K,3,37404,"RICHARDS, Craig Edward",Australian Democrats,AUD,N,N,1,0,0,0,0,1
NSW,103,Banks,L,0,37975,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,300,23,4,14,51,392
NSW,103,Banks,L,1,36755,"WHYMAN, Owen Douglas",Indigenous - Aboriginal Party of Australia,IAP,N,N,33,2,0,0,4,39
NSW,103,Banks,L,2,36766,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,3,0,0,0,0,3
NSW,103,Banks,M,0,37980,M Above-the-line Votes,"Shooters, Fishers and Farmers Party",ASP,N,N,576,28,13,27,85,729
NSW,103,Banks,M,1,37505,"DJURIC, Shane","Shooters, Fishers and Farmers Party",ASP,N,N,32,1,1,0,3,37
NSW,103,Banks,M,2,37509,"GREGORY, Desiree J","Shooters, Fishers and Farmers Party",ASP,N,N,0,0,0,0,0,0
NSW,103,Banks,M,3,37511,"MILGATE, Brian","Shooters, Fishers and Farmers Party",ASP,N,N,0,0,1,0,0,1
NSW,103,Banks,M,4,37513,"CROOKS, Jeremy","Shooters, Fishers and Farmers Party",ASP,N,N,3,1,0,0,0,4
NSW,103,Banks,N,0,37973,N Above-the-line Votes,Seniors United Party of Australia,SUN,N,N,137,4,1,10,33,185
NSW,103,Banks,N,1,36469,"KOCHER, Dessie",Seniors United Party of Australia,SUN,N,N,14,0,0,0,4,18
NSW,103,Banks,N,2,36473,"BENNIE, Ray",Seniors United Party of Australia,SUN,N,N,3,0,0,0,0,3
NSW,103,Banks,O,0,37971,O Above-the-line Votes,Informed Medical Options Party,IMO,N,N,188,13,4,3,28,236
NSW,103,Banks,O,1,36407,"O'NEILL, Michael",Informed Medical Options Party,IMO,N,N,23,1,0,0,6,30
NSW,103,Banks,O,2,36410,"BURNUM BURNUM, Marelle",Informed Medical Options Party,IMO,N,N,13,0,0,0,0,13
NSW,103,Banks,P,0,37985,P Above-the-line Votes,The Great Australian Party,GAP,N,N,194,12,2,4,18,230
NSW,103,Banks,P,1,37446,"HOPKINS, Matthew",The Great Australian Party,GAP,N,N,24,0,0,0,1,25
NSW,103,Banks,P,2,37449,"NOHRA, George",The Great Australian Party,GAP,N,N,2,0,0,0,0,2
NSW,103,Banks,Q,0,37979,Q Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,1516,149,34,62,156,1917
NSW,103,Banks,Q,1,36750,"BALDERSTONE, Michael",Legalise Cannabis Australia,HMP,N,N,67,8,4,5,2,86
NSW,103,Banks,Q,2,36754,"HESTER, Gail",Legalise Cannabis Australia,HMP,N,N,4,0,2,0,3,9
NSW,103,Banks,R,0,37974,R Above-the-line Votes,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,192,13,1,9,48,263
NSW,103,Banks,R,1,36465,"LEONG, Andrea","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,20,2,0,0,3,25
NSW,103,Banks,R,2,36467,"BRYCE, Ian R","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,2,1,0,0,1,4
NSW,103,Banks,S,0,37986,S Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,2189,115,26,81,322,2733
NSW,103,Banks,S,1,37750,"McCULLOCH, Kate",Pauline Hanson's One Nation,ON,N,N,131,5,2,6,36,180
NSW,103,Banks,S,2,37752,"GRIGG, Colin",Pauline Hanson's One Nation,ON,N,N,48,2,0,0,6,56
NSW,103,Banks,S,3,37754,"SMITH, Roger",Pauline Hanson's One Nation,ON,N,N,7,0,0,0,4,11
NSW,103,Banks,T,0,37970,T Above-the-line Votes,Liberal Democrats,LDP,N,N,1305,69,20,65,199,1658
NSW,103,Banks,T,1,36414,"RUDDICK, John",Liberal Democrats,LDP,N,N,68,3,1,6,4,82
NSW,103,Banks,T,2,36418,"LARTER, John",Liberal Democrats,LDP,N,N,9,0,0,0,5,14
NSW,103,Banks,T,3,36422,"CALDWELL, James Arthur",Liberal Democrats,LDP,N,N,4,0,1,0,2,7
NSW,103,Banks,T,4,36427,"GUEST, Mark Antony",Liberal Democrats,LDP,N,N,3,0,0,0,0,3
NSW,103,Banks,U,0,37982,U Above-the-line Votes,Australian Values Party,AUVA,N,N,116,12,1,7,15,151
NSW,103,Banks,U,1,36942,"CLANCY, Selena",Australian Values Party,AUVA,N,N,7,0,0,0,1,8
NSW,103,Banks,U,2,36947,"GILBERT, Dave",Australian Values Party,AUVA,N,N,5,0,0,0,0,5
NSW,103,Banks,V,0,37978,V Above-the-line Votes,Labor,ALP,N,N,25425,870,201,977,3673,31146
NSW,103,Banks,V,1,37168,"O'NEILL, Deborah",Labor,ALP,Y,Y,595,25,6,28,132,786
NSW,103,Banks,V,2,37173,"McALLISTER, Jenny",Labor,ALP,Y,Y,64,3,2,5,8,82
NSW,103,Banks,V,3,37180,"MORRIS, Shireen",Labor,ALP,N,N,43,2,0,4,11,60
NSW,103,Banks,V,4,37182,"MYERS, Mich-Elle Elizabeth",Labor,ALP,N,N,22,1,0,0,4,27
NSW,103,Banks,V,5,37183,"ROSE, Kylie Anne",Labor,ALP,N,N,46,2,0,1,11,60
NSW,103,Banks,V,6,37185,"WARREN-SMITH, James",Labor,ALP,N,N,67,2,2,1,10,82
NSW,103,Banks,W,0,37967,W Above-the-line Votes,UAP,UAPP,N,N,3432,177,56,128,283,4076
NSW,103,Banks,W,1,36373,"MARTINO, Domenic Vincent",United Australia Party,UAPP,N,N,109,11,4,6,17,147
NSW,103,Banks,W,2,36378,"WRIGHTSON, Suellen",United Australia Party,UAPP,N,N,8,0,0,1,0,9
NSW,103,Banks,W,3,36380,"MOORE, Wayne Leslie",United Australia Party,UAPP,N,N,7,1,0,0,0,8
NSW,103,Banks,W,4,36383,"MARTIN, Michelle",United Australia Party,UAPP,N,N,11,0,0,0,1,12
NSW,103,Banks,W,5,36386,"YAP, Johnny",United Australia Party,UAPP,N,N,19,1,0,1,0,21
NSW,103,Banks,W,6,36390,"LOUGHREY, Kevin Andrew",United Australia Party,UAPP,N,N,8,0,0,0,0,8
NSW,103,Banks,UG,1,37600,"LIM, Danny",Independent,IND,N,N,39,2,0,0,6,47
NSW,103,Banks,UG,2,37603,"COLLINS, Julie",Independent,IND,N,N,22,0,0,1,11,34
NSW,103,Banks,UG,3,37639,"GRZIC, Warren",Independent,IND,N,N,2,0,0,0,1,3
NSW,103,Banks,UG,4,37632,"LU, Guitang",Independent,IND,N,N,12,0,0,1,4,17
NSW,103,Banks,UG,5,36068,"LAING, William",Independent,IND,N,N,7,1,0,0,1,9
NSW,104,Barton,A,0,37972,A Above-the-line Votes,Animal Justice Party,AJP,N,N,1356,124,23,54,159,1716
NSW,104,Barton,A,1,36425,"BROLLO, Darren",Animal Justice Party,AJP,N,N,113,8,2,3,4,130
NSW,104,Barton,A,2,36430,"POWER, Julie",Animal Justice Party,AJP,N,N,30,2,1,0,8,41
NSW,104,Barton,B,0,37966,B Above-the-line Votes,TNL,TNL,N,N,141,4,5,6,17,173
NSW,104,Barton,B,1,36771,"KEEN, Steve",TNL,TNL,N,N,33,3,0,0,1,37
NSW,104,Barton,B,2,36773,"GREEN, Melissa",TNL,TNL,N,N,12,0,0,0,0,12
NSW,104,Barton,C,0,37976,C Above-the-line Votes,Citizens Party,CEC,N,N,254,17,6,12,34,323
NSW,104,Barton,C,1,37147,"LIU, Kingsley",Citizens Party,CEC,N,N,24,3,1,1,3,32
NSW,104,Barton,C,2,37148,"LAWLER, Ann",Citizens Party,CEC,N,N,2,0,0,0,0,2
NSW,104,Barton,D,0,37984,D Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,290,19,6,15,50,380
NSW,104,Barton,D,1,37149,"LAMB, Georgia",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,35,0,1,0,3,39
NSW,104,Barton,D,2,37152,"DE VIVE, Suzanne",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,1,1,1,0,2,5
NSW,104,Barton,E,0,37968,E Above-the-line Votes,The Greens,GRN,N,N,8649,709,116,402,996,10872
NSW,104,Barton,E,1,36581,"SHOEBRIDGE, David",The Greens,GRN,Y,N,588,46,4,24,85,747
NSW,104,Barton,E,2,36585,"COHN, Amanda",The Greens,GRN,N,N,41,3,0,4,8,56
NSW,104,Barton,E,3,36634,"FLOOD, Rochelle",The Greens,GRN,N,N,15,7,1,1,5,29
NSW,104,Barton,E,4,36637,"SCOTT, Jane",The Greens,GRN,N,N,17,1,0,2,0,20
NSW,104,Barton,E,5,36639,"ARYA, Hawa",The Greens,GRN,N,N,24,4,1,0,8,37
NSW,104,Barton,E,6,36638,"WHEELER, Danielle",The Greens,GRN,N,N,24,2,0,3,6,35
NSW,104,Barton,F,0,37969,F Above-the-line Votes,,,N,N,117,6,1,1,12,137
NSW,104,Barton,F,1,37143,"BODDY, Max",,,N,N,8,1,0,0,0,9
NSW,104,Barton,F,2,37145,"GRENFELL, Oscar",,,N,N,3,0,0,0,0,3
NSW,104,Barton,G,0,37983,G Above-the-line Votes,"Liberal Party of Australia,NSW Division-National Party of Australia NSW",LPNP,N,N,20179,968,236,695,2705,24783
NSW,104,Barton,G,1,37567,"PAYNE, Marise",Liberal,LP,Y,Y,564,27,8,24,95,718
NSW,104,Barton,G,2,37576,"CADELL, Ross",The Nationals,NP,Y,N,19,1,0,1,2,23
NSW,104,Barton,G,3,37577,"MOLAN, Jim",Liberal,LP,Y,Y,135,5,0,5,68,213
NSW,104,Barton,G,4,37578,"PENFOLD, Alison Louise",The Nationals,NP,N,N,18,1,0,0,1,20
NSW,104,Barton,G,5,37581,"JARVIS, Mary-Lou",Liberal,LP,N,N,14,5,0,1,2,22
NSW,104,Barton,G,6,37584,"McGAHEY, Vicky",Liberal,LP,N,N,34,2,0,0,2,38
NSW,104,Barton,H,0,37981,H Above-the-line Votes,Reason Australia,REAS,N,N,427,17,2,16,50,512
NSW,104,Barton,H,1,37396,"CARO, Jane",Reason Australia,REAS,N,N,123,4,1,6,22,156
NSW,104,Barton,H,2,37397,"MAHER, Hannah Kate",Reason Australia,REAS,N,N,1,0,0,0,0,1
NSW,104,Barton,H,3,37402,"RYALL, Diana",Reason Australia,REAS,N,N,2,0,0,0,1,3
