2022 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:16 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,Group,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
NSW,149,Sydney,M,2,37509,"GREGORY, Desiree J","Shooters, Fishers and Farmers Party",ASP,N,N,1,0,0,0,0,1
NSW,149,Sydney,M,3,37511,"MILGATE, Brian","Shooters, Fishers and Farmers Party",ASP,N,N,0,0,0,0,0,0
NSW,149,Sydney,M,4,37513,"CROOKS, Jeremy","Shooters, Fishers and Farmers Party",ASP,N,N,1,0,0,1,0,2
NSW,149,Sydney,N,0,37973,N Above-the-line Votes,Seniors United Party of Australia,SUN,N,N,66,2,1,6,18,93
NSW,149,Sydney,N,1,36469,"KOCHER, Dessie",Seniors United Party of Australia,SUN,N,N,6,0,0,0,0,6
NSW,149,Sydney,N,2,36473,"BENNIE, Ray",Seniors United Party of Australia,SUN,N,N,0,0,0,0,1,1
NSW,149,Sydney,O,0,37971,O Above-the-line Votes,Informed Medical Options Party,IMO,N,N,100,8,0,16,18,142
NSW,149,Sydney,O,1,36407,"O'NEILL, Michael",Informed Medical Options Party,IMO,N,N,10,1,0,0,4,15
NSW,149,Sydney,O,2,36410,"BURNUM BURNUM, Marelle",Informed Medical Options Party,IMO,N,N,1,0,0,0,0,1
NSW,149,Sydney,P,0,37985,P Above-the-line Votes,The Great Australian Party,GAP,N,N,96,10,0,16,18,140
NSW,149,Sydney,P,1,37446,"HOPKINS, Matthew",The Great Australian Party,GAP,N,N,16,1,0,1,1,19
NSW,149,Sydney,P,2,37449,"NOHRA, George",The Great Australian Party,GAP,N,N,1,0,0,0,0,1
NSW,149,Sydney,Q,0,37979,Q Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,1292,142,29,105,202,1770
NSW,149,Sydney,Q,1,36750,"BALDERSTONE, Michael",Legalise Cannabis Australia,HMP,N,N,63,4,2,8,17,94
NSW,149,Sydney,Q,2,36754,"HESTER, Gail",Legalise Cannabis Australia,HMP,N,N,10,2,0,3,2,17
NSW,149,Sydney,R,0,37974,R Above-the-line Votes,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,464,36,1,27,114,642
NSW,149,Sydney,R,1,36465,"LEONG, Andrea","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,57,2,1,6,16,82
NSW,149,Sydney,R,2,36467,"BRYCE, Ian R","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,3,0,0,0,2,5
NSW,149,Sydney,S,0,37986,S Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,874,73,8,96,173,1224
NSW,149,Sydney,S,1,37750,"McCULLOCH, Kate",Pauline Hanson's One Nation,ON,N,N,63,5,0,10,15,93
NSW,149,Sydney,S,2,37752,"GRIGG, Colin",Pauline Hanson's One Nation,ON,N,N,16,1,1,2,3,23
NSW,149,Sydney,S,3,37754,"SMITH, Roger",Pauline Hanson's One Nation,ON,N,N,2,1,0,2,0,5
NSW,149,Sydney,T,0,37970,T Above-the-line Votes,Liberal Democrats,LDP,N,N,1232,117,16,108,156,1629
NSW,149,Sydney,T,1,36414,"RUDDICK, John",Liberal Democrats,LDP,N,N,67,4,1,8,10,90
NSW,149,Sydney,T,2,36418,"LARTER, John",Liberal Democrats,LDP,N,N,6,1,0,2,1,10
NSW,149,Sydney,T,3,36422,"CALDWELL, James Arthur",Liberal Democrats,LDP,N,N,7,0,0,0,0,7
NSW,149,Sydney,T,4,36427,"GUEST, Mark Antony",Liberal Democrats,LDP,N,N,4,0,0,0,0,4
NSW,149,Sydney,U,0,37982,U Above-the-line Votes,Australian Values Party,AUVA,N,N,86,5,0,15,33,139
NSW,149,Sydney,U,1,36942,"CLANCY, Selena",Australian Values Party,AUVA,N,N,8,1,0,1,2,12
NSW,149,Sydney,U,2,36947,"GILBERT, Dave",Australian Values Party,AUVA,N,N,1,0,0,0,0,1
NSW,149,Sydney,V,0,37978,V Above-the-line Votes,Labor,ALP,N,N,27656,1639,305,2008,5000,36608
NSW,149,Sydney,V,1,37168,"O'NEILL, Deborah",Labor,ALP,Y,Y,929,55,5,90,248,1327
NSW,149,Sydney,V,2,37173,"McALLISTER, Jenny",Labor,ALP,Y,Y,208,17,2,18,52,297
NSW,149,Sydney,V,3,37180,"MORRIS, Shireen",Labor,ALP,N,N,55,4,0,4,13,76
NSW,149,Sydney,V,4,37182,"MYERS, Mich-Elle Elizabeth",Labor,ALP,N,N,29,0,1,6,6,42
NSW,149,Sydney,V,5,37183,"ROSE, Kylie Anne",Labor,ALP,N,N,38,7,0,5,13,63
NSW,149,Sydney,V,6,37185,"WARREN-SMITH, James",Labor,ALP,N,N,48,1,0,5,12,66
NSW,149,Sydney,W,0,37967,W Above-the-line Votes,UAP,UAPP,N,N,1272,154,21,138,175,1760
NSW,149,Sydney,W,1,36373,"MARTINO, Domenic Vincent",United Australia Party,UAPP,N,N,55,7,1,11,8,82
NSW,149,Sydney,W,2,36378,"WRIGHTSON, Suellen",United Australia Party,UAPP,N,N,0,0,0,0,1,1
NSW,149,Sydney,W,3,36380,"MOORE, Wayne Leslie",United Australia Party,UAPP,N,N,2,1,0,0,1,4
NSW,149,Sydney,W,4,36383,"MARTIN, Michelle",United Australia Party,UAPP,N,N,5,0,0,0,0,5
NSW,149,Sydney,W,5,36386,"YAP, Johnny",United Australia Party,UAPP,N,N,6,0,0,0,0,6
NSW,149,Sydney,W,6,36390,"LOUGHREY, Kevin Andrew",United Australia Party,UAPP,N,N,7,0,0,1,1,9
NSW,149,Sydney,UG,1,37600,"LIM, Danny",Independent,IND,N,N,98,5,1,5,20,129
NSW,149,Sydney,UG,2,37603,"COLLINS, Julie",Independent,IND,N,N,32,4,2,4,4,46
NSW,149,Sydney,UG,3,37639,"GRZIC, Warren",Independent,IND,N,N,1,0,0,0,1,2
NSW,149,Sydney,UG,4,37632,"LU, Guitang",Independent,IND,N,N,9,1,0,3,1,14
NSW,149,Sydney,UG,5,36068,"LAING, William",Independent,IND,N,N,14,0,0,1,2,17
NSW,151,Warringah,A,0,37972,A Above-the-line Votes,Animal Justice Party,AJP,N,N,1458,83,14,57,204,1816
NSW,151,Warringah,A,1,36425,"BROLLO, Darren",Animal Justice Party,AJP,N,N,65,3,0,2,10,80
NSW,151,Warringah,A,2,36430,"POWER, Julie",Animal Justice Party,AJP,N,N,29,1,1,4,3,38
NSW,151,Warringah,B,0,37966,B Above-the-line Votes,TNL,TNL,N,N,103,4,0,1,37,145
NSW,151,Warringah,B,1,36771,"KEEN, Steve",TNL,TNL,N,N,18,2,0,2,4,26
NSW,151,Warringah,B,2,36773,"GREEN, Melissa",TNL,TNL,N,N,8,1,0,0,1,10
NSW,151,Warringah,C,0,37976,C Above-the-line Votes,Citizens Party,CEC,N,N,96,3,2,5,18,124
NSW,151,Warringah,C,1,37147,"LIU, Kingsley",Citizens Party,CEC,N,N,8,0,1,0,0,9
NSW,151,Warringah,C,2,37148,"LAWLER, Ann",Citizens Party,CEC,N,N,2,0,0,0,0,2
NSW,151,Warringah,D,0,37984,D Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,504,31,5,23,72,635
NSW,151,Warringah,D,1,37149,"LAMB, Georgia",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,34,3,0,3,8,48
NSW,151,Warringah,D,2,37152,"DE VIVE, Suzanne",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,4,0,0,0,1,5
NSW,151,Warringah,E,0,37968,E Above-the-line Votes,The Greens,GRN,N,N,13268,652,88,637,1630,16275
NSW,151,Warringah,E,1,36581,"SHOEBRIDGE, David",The Greens,GRN,Y,N,819,27,3,39,174,1062
NSW,151,Warringah,E,2,36585,"COHN, Amanda",The Greens,GRN,N,N,63,1,0,8,19,91
NSW,151,Warringah,E,3,36634,"FLOOD, Rochelle",The Greens,GRN,N,N,24,0,0,0,4,28
NSW,151,Warringah,E,4,36637,"SCOTT, Jane",The Greens,GRN,N,N,22,1,1,4,2,30
NSW,151,Warringah,E,5,36639,"ARYA, Hawa",The Greens,GRN,N,N,9,2,0,1,3,15
NSW,151,Warringah,E,6,36638,"WHEELER, Danielle",The Greens,GRN,N,N,42,2,0,3,10,57
NSW,151,Warringah,F,0,37969,F Above-the-line Votes,,,N,N,102,1,1,7,16,127
NSW,151,Warringah,F,1,37143,"BODDY, Max",,,N,N,6,0,0,0,2,8
NSW,151,Warringah,F,2,37145,"GRENFELL, Oscar",,,N,N,1,0,0,0,1,2
NSW,151,Warringah,G,0,37983,G Above-the-line Votes,"Liberal Party of Australia,NSW Division-National Party of Australia NSW",LPNP,N,N,30634,981,184,1042,4848,37689
NSW,151,Warringah,G,1,37567,"PAYNE, Marise",Liberal,LP,Y,Y,591,22,4,27,216,860
NSW,151,Warringah,G,2,37576,"CADELL, Ross",The Nationals,NP,Y,N,11,4,0,2,2,19
NSW,151,Warringah,G,3,37577,"MOLAN, Jim",Liberal,LP,Y,Y,240,6,0,9,123,378
NSW,151,Warringah,G,4,37578,"PENFOLD, Alison Louise",The Nationals,NP,N,N,11,2,0,0,1,14
NSW,151,Warringah,G,5,37581,"JARVIS, Mary-Lou",Liberal,LP,N,N,21,1,0,1,3,26
NSW,151,Warringah,G,6,37584,"McGAHEY, Vicky",Liberal,LP,N,N,26,0,0,2,5,33
NSW,151,Warringah,H,0,37981,H Above-the-line Votes,Reason Australia,REAS,N,N,840,16,2,27,150,1035
NSW,151,Warringah,H,1,37396,"CARO, Jane",Reason Australia,REAS,N,N,238,3,0,11,44,296
NSW,151,Warringah,H,2,37397,"MAHER, Hannah Kate",Reason Australia,REAS,N,N,1,0,0,1,0,2
NSW,151,Warringah,H,3,37402,"RYALL, Diana",Reason Australia,REAS,N,N,2,0,0,0,0,2
NSW,151,Warringah,I,0,37987,I Above-the-line Votes,Socialist Alliance,SAL,N,N,67,5,0,4,8,84
NSW,151,Warringah,I,1,37484,"SANCHEZ, Paula",Socialist Alliance,SAL,N,N,7,1,0,0,1,9
NSW,151,Warringah,I,2,37502,"LEKA, Niko",Socialist Alliance,SAL,N,N,1,0,0,0,0,1
NSW,151,Warringah,I,3,37508,"EVANS, Rachel",Socialist Alliance,SAL,N,N,3,0,0,0,0,3
NSW,151,Warringah,J,0,37988,J Above-the-line Votes,Federal ICAC Now,FIN,N,N,234,4,2,14,63,317
NSW,151,Warringah,J,1,37478,"JONES, Ross",Federal ICAC Now,FIN,N,N,22,0,0,2,4,28
NSW,151,Warringah,J,2,37489,"ANDERSON, Gabrielle",Federal ICAC Now,FIN,N,N,1,0,0,0,2,3
NSW,151,Warringah,K,0,37977,K Above-the-line Votes,Australian Democrats,AUD,N,N,337,8,3,13,55,416
NSW,151,Warringah,K,1,37392,"BATY, Steven James",Australian Democrats,AUD,N,N,20,0,1,0,3,24
NSW,151,Warringah,K,2,37403,"ROGERS, Suzanne",Australian Democrats,AUD,N,N,4,0,0,0,1,5
NSW,151,Warringah,K,3,37404,"RICHARDS, Craig Edward",Australian Democrats,AUD,N,N,6,0,0,0,1,7
NSW,151,Warringah,L,0,37975,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,464,18,4,22,74,582
NSW,151,Warringah,L,1,36755,"WHYMAN, Owen Douglas",Indigenous - Aboriginal Party of Australia,IAP,N,N,64,2,1,4,6,77
NSW,151,Warringah,L,2,36766,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,2,0,0,1,2,5
NSW,151,Warringah,M,0,37980,M Above-the-line Votes,"Shooters, Fishers and Farmers Party",ASP,N,N,315,23,1,25,50,414
NSW,151,Warringah,M,1,37505,"DJURIC, Shane","Shooters, Fishers and Farmers Party",ASP,N,N,17,1,0,2,1,21
NSW,151,Warringah,M,2,37509,"GREGORY, Desiree J","Shooters, Fishers and Farmers Party",ASP,N,N,1,0,0,0,0,1
NSW,151,Warringah,M,3,37511,"MILGATE, Brian","Shooters, Fishers and Farmers Party",ASP,N,N,1,0,0,0,0,1
NSW,151,Warringah,M,4,37513,"CROOKS, Jeremy","Shooters, Fishers and Farmers Party",ASP,N,N,2,0,0,1,0,3
NSW,151,Warringah,N,0,37973,N Above-the-line Votes,Seniors United Party of Australia,SUN,N,N,133,1,2,4,39,179
NSW,151,Warringah,N,1,36469,"KOCHER, Dessie",Seniors United Party of Australia,SUN,N,N,5,0,0,0,0,5
NSW,151,Warringah,N,2,36473,"BENNIE, Ray",Seniors United Party of Australia,SUN,N,N,1,0,0,0,0,1
NSW,151,Warringah,O,0,37971,O Above-the-line Votes,Informed Medical Options Party,IMO,N,N,149,18,3,12,29,211
NSW,151,Warringah,O,1,36407,"O'NEILL, Michael",Informed Medical Options Party,IMO,N,N,18,2,0,0,1,21
NSW,151,Warringah,O,2,36410,"BURNUM BURNUM, Marelle",Informed Medical Options Party,IMO,N,N,5,1,0,1,1,8
NSW,151,Warringah,P,0,37985,P Above-the-line Votes,The Great Australian Party,GAP,N,N,116,7,0,7,12,142
NSW,151,Warringah,P,1,37446,"HOPKINS, Matthew",The Great Australian Party,GAP,N,N,23,0,0,1,0,24
NSW,151,Warringah,P,2,37449,"NOHRA, George",The Great Australian Party,GAP,N,N,2,0,0,0,0,2
NSW,151,Warringah,Q,0,37979,Q Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,1505,134,27,57,145,1868
NSW,151,Warringah,Q,1,36750,"BALDERSTONE, Michael",Legalise Cannabis Australia,HMP,N,N,61,7,0,1,7,76
NSW,151,Warringah,Q,2,36754,"HESTER, Gail",Legalise Cannabis Australia,HMP,N,N,6,1,0,0,2,9
NSW,151,Warringah,R,0,37974,R Above-the-line Votes,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,239,16,3,16,64,338
NSW,151,Warringah,R,1,36465,"LEONG, Andrea","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,10,3,0,0,3,16
NSW,151,Warringah,R,2,36467,"BRYCE, Ian R","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,3,0,0,0,1,4
NSW,151,Warringah,S,0,37986,S Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,1086,68,13,66,145,1378
NSW,151,Warringah,S,1,37750,"McCULLOCH, Kate",Pauline Hanson's One Nation,ON,N,N,75,10,1,7,17,110
NSW,151,Warringah,S,2,37752,"GRIGG, Colin",Pauline Hanson's One Nation,ON,N,N,18,2,0,0,4,24
NSW,151,Warringah,S,3,37754,"SMITH, Roger",Pauline Hanson's One Nation,ON,N,N,6,0,0,0,3,9
NSW,151,Warringah,T,0,37970,T Above-the-line Votes,Liberal Democrats,LDP,N,N,1795,85,12,84,197,2173
NSW,151,Warringah,T,1,36414,"RUDDICK, John",Liberal Democrats,LDP,N,N,73,6,2,0,18,99
NSW,151,Warringah,T,2,36418,"LARTER, John",Liberal Democrats,LDP,N,N,12,1,0,1,1,15
NSW,151,Warringah,T,3,36422,"CALDWELL, James Arthur",Liberal Democrats,LDP,N,N,2,0,0,0,0,2
NSW,151,Warringah,T,4,36427,"GUEST, Mark Antony",Liberal Democrats,LDP,N,N,1,1,0,0,0,2
NSW,151,Warringah,U,0,37982,U Above-the-line Votes,Australian Values Party,AUVA,N,N,92,5,0,7,17,121
NSW,151,Warringah,U,1,36942,"CLANCY, Selena",Australian Values Party,AUVA,N,N,4,0,0,0,2,6
NSW,151,Warringah,U,2,36947,"GILBERT, Dave",Australian Values Party,AUVA,N,N,1,0,0,0,0,1
NSW,151,Warringah,V,0,37978,V Above-the-line Votes,Labor,ALP,N,N,17469,745,128,705,2499,21546
NSW,151,Warringah,V,1,37168,"O'NEILL, Deborah",Labor,ALP,Y,Y,657,31,3,24,185,900
NSW,151,Warringah,V,2,37173,"McALLISTER, Jenny",Labor,ALP,Y,Y,57,3,0,7,12,79
NSW,151,Warringah,V,3,37180,"MORRIS, Shireen",Labor,ALP,N,N,20,2,0,1,8,31
NSW,151,Warringah,V,4,37182,"MYERS, Mich-Elle Elizabeth",Labor,ALP,N,N,8,1,0,1,2,12
NSW,151,Warringah,V,5,37183,"ROSE, Kylie Anne",Labor,ALP,N,N,23,3,0,4,8,38
NSW,151,Warringah,V,6,37185,"WARREN-SMITH, James",Labor,ALP,N,N,27,2,0,2,3,34
NSW,151,Warringah,W,0,37967,W Above-the-line Votes,UAP,UAPP,N,N,1594,114,22,76,161,1967
NSW,151,Warringah,W,1,36373,"MARTINO, Domenic Vincent",United Australia Party,UAPP,N,N,47,7,0,3,4,61
NSW,151,Warringah,W,2,36378,"WRIGHTSON, Suellen",United Australia Party,UAPP,N,N,4,1,0,1,2,8
NSW,151,Warringah,W,3,36380,"MOORE, Wayne Leslie",United Australia Party,UAPP,N,N,4,0,0,0,0,4
NSW,151,Warringah,W,4,36383,"MARTIN, Michelle",United Australia Party,UAPP,N,N,1,0,1,1,0,3
NSW,151,Warringah,W,5,36386,"YAP, Johnny",United Australia Party,UAPP,N,N,6,1,0,0,0,7
NSW,151,Warringah,W,6,36390,"LOUGHREY, Kevin Andrew",United Australia Party,UAPP,N,N,6,1,0,0,1,8
NSW,151,Warringah,UG,1,37600,"LIM, Danny",Independent,IND,N,N,47,4,2,5,13,71
NSW,151,Warringah,UG,2,37603,"COLLINS, Julie",Independent,IND,N,N,46,4,0,1,11,62
NSW,151,Warringah,UG,3,37639,"GRZIC, Warren",Independent,IND,N,N,5,0,0,0,1,6
NSW,151,Warringah,UG,4,37632,"LU, Guitang",Independent,IND,N,N,4,0,0,0,0,4
NSW,151,Warringah,UG,5,36068,"LAING, William",Independent,IND,N,N,6,2,0,0,3,11
NSW,251,Watson,A,0,37972,A Above-the-line Votes,Animal Justice Party,AJP,N,N,1368,116,29,54,201,1768
NSW,251,Watson,A,1,36425,"BROLLO, Darren",Animal Justice Party,AJP,N,N,116,13,3,5,16,153
NSW,251,Watson,A,2,36430,"POWER, Julie",Animal Justice Party,AJP,N,N,34,1,1,0,3,39
NSW,251,Watson,B,0,37966,B Above-the-line Votes,TNL,TNL,N,N,127,10,1,0,12,150
NSW,251,Watson,B,1,36771,"KEEN, Steve",TNL,TNL,N,N,17,1,0,1,3,22
NSW,251,Watson,B,2,36773,"GREEN, Melissa",TNL,TNL,N,N,16,1,1,1,1,20
NSW,251,Watson,C,0,37976,C Above-the-line Votes,Citizens Party,CEC,N,N,321,21,5,14,35,396
NSW,251,Watson,C,1,37147,"LIU, Kingsley",Citizens Party,CEC,N,N,29,1,0,3,3,36
NSW,251,Watson,C,2,37148,"LAWLER, Ann",Citizens Party,CEC,N,N,2,1,0,0,0,3
NSW,251,Watson,D,0,37984,D Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,319,24,6,9,45,403
NSW,251,Watson,D,1,37149,"LAMB, Georgia",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,19,2,0,0,2,23
NSW,251,Watson,D,2,37152,"DE VIVE, Suzanne",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,1,0,0,0,3,4
NSW,251,Watson,E,0,37968,E Above-the-line Votes,The Greens,GRN,N,N,5943,471,62,199,754,7429
NSW,251,Watson,E,1,36581,"SHOEBRIDGE, David",The Greens,GRN,Y,N,359,18,7,12,53,449
NSW,251,Watson,E,2,36585,"COHN, Amanda",The Greens,GRN,N,N,28,0,2,0,3,33
NSW,251,Watson,E,3,36634,"FLOOD, Rochelle",The Greens,GRN,N,N,13,0,0,0,1,14
NSW,251,Watson,E,4,36637,"SCOTT, Jane",The Greens,GRN,N,N,25,0,1,0,2,28
NSW,251,Watson,E,5,36639,"ARYA, Hawa",The Greens,GRN,N,N,17,4,0,0,8,29
NSW,251,Watson,E,6,36638,"WHEELER, Danielle",The Greens,GRN,N,N,22,1,1,1,5,30
NSW,251,Watson,F,0,37969,F Above-the-line Votes,,,N,N,162,11,1,3,8,185
NSW,251,Watson,F,1,37143,"BODDY, Max",,,N,N,7,1,1,2,2,13
NSW,251,Watson,F,2,37145,"GRENFELL, Oscar",,,N,N,3,0,0,0,0,3
NSW,251,Watson,G,0,37983,G Above-the-line Votes,"Liberal Party of Australia,NSW Division-National Party of Australia NSW",LPNP,N,N,18511,864,192,481,3199,23247
NSW,251,Watson,G,1,37567,"PAYNE, Marise",Liberal,LP,Y,Y,552,26,2,19,125,724
NSW,251,Watson,G,2,37576,"CADELL, Ross",The Nationals,NP,Y,N,34,0,1,0,2,37
NSW,251,Watson,G,3,37577,"MOLAN, Jim",Liberal,LP,Y,Y,103,5,1,7,59,175
NSW,251,Watson,G,4,37578,"PENFOLD, Alison Louise",The Nationals,NP,N,N,10,1,0,0,2,13
NSW,251,Watson,G,5,37581,"JARVIS, Mary-Lou",Liberal,LP,N,N,29,3,0,1,3,36
NSW,251,Watson,G,6,37584,"McGAHEY, Vicky",Liberal,LP,N,N,30,3,0,0,5,38
NSW,251,Watson,H,0,37981,H Above-the-line Votes,Reason Australia,REAS,N,N,246,12,0,4,27,289
NSW,251,Watson,H,1,37396,"CARO, Jane",Reason Australia,REAS,N,N,48,3,0,2,14,67
NSW,251,Watson,H,2,37397,"MAHER, Hannah Kate",Reason Australia,REAS,N,N,7,0,0,0,0,7
NSW,251,Watson,H,3,37402,"RYALL, Diana",Reason Australia,REAS,N,N,0,0,0,0,0,0
NSW,251,Watson,I,0,37987,I Above-the-line Votes,Socialist Alliance,SAL,N,N,170,9,1,11,14,205
NSW,251,Watson,I,1,37484,"SANCHEZ, Paula",Socialist Alliance,SAL,N,N,10,1,0,0,2,13
NSW,251,Watson,I,2,37502,"LEKA, Niko",Socialist Alliance,SAL,N,N,0,0,0,0,1,1
NSW,251,Watson,I,3,37508,"EVANS, Rachel",Socialist Alliance,SAL,N,N,3,0,0,0,0,3
NSW,251,Watson,J,0,37988,J Above-the-line Votes,Federal ICAC Now,FIN,N,N,135,7,3,4,24,173
NSW,251,Watson,J,1,37478,"JONES, Ross",Federal ICAC Now,FIN,N,N,17,0,0,0,2,19
NSW,251,Watson,J,2,37489,"ANDERSON, Gabrielle",Federal ICAC Now,FIN,N,N,1,0,0,0,0,1
NSW,251,Watson,K,0,37977,K Above-the-line Votes,Australian Democrats,AUD,N,N,212,8,3,9,32,264
NSW,251,Watson,K,1,37392,"BATY, Steven James",Australian Democrats,AUD,N,N,9,1,0,0,1,11
NSW,251,Watson,K,2,37403,"ROGERS, Suzanne",Australian Democrats,AUD,N,N,1,0,0,0,1,2
NSW,251,Watson,K,3,37404,"RICHARDS, Craig Edward",Australian Democrats,AUD,N,N,0,1,0,1,0,2
NSW,251,Watson,L,0,37975,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,291,25,7,16,47,386
NSW,251,Watson,L,1,36755,"WHYMAN, Owen Douglas",Indigenous - Aboriginal Party of Australia,IAP,N,N,24,3,0,0,4,31
NSW,251,Watson,L,2,36766,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,5,0,0,1,1,7
NSW,251,Watson,M,0,37980,M Above-the-line Votes,"Shooters, Fishers and Farmers Party",ASP,N,N,547,45,10,28,69,699
NSW,251,Watson,M,1,37505,"DJURIC, Shane","Shooters, Fishers and Farmers Party",ASP,N,N,24,4,1,1,3,33
NSW,251,Watson,M,2,37509,"GREGORY, Desiree J","Shooters, Fishers and Farmers Party",ASP,N,N,3,0,0,1,0,4
NSW,251,Watson,M,3,37511,"MILGATE, Brian","Shooters, Fishers and Farmers Party",ASP,N,N,1,0,0,0,0,1
NSW,251,Watson,M,4,37513,"CROOKS, Jeremy","Shooters, Fishers and Farmers Party",ASP,N,N,0,0,0,0,0,0
NSW,251,Watson,N,0,37973,N Above-the-line Votes,Seniors United Party of Australia,SUN,N,N,126,6,3,4,36,175
NSW,251,Watson,N,1,36469,"KOCHER, Dessie",Seniors United Party of Australia,SUN,N,N,11,1,0,0,1,13
NSW,251,Watson,N,2,36473,"BENNIE, Ray",Seniors United Party of Australia,SUN,N,N,2,0,0,0,0,2
NSW,251,Watson,O,0,37971,O Above-the-line Votes,Informed Medical Options Party,IMO,N,N,162,14,1,7,18,202
NSW,251,Watson,O,1,36407,"O'NEILL, Michael",Informed Medical Options Party,IMO,N,N,12,4,0,0,2,18
NSW,251,Watson,O,2,36410,"BURNUM BURNUM, Marelle",Informed Medical Options Party,IMO,N,N,2,0,0,0,0,2
NSW,251,Watson,P,0,37985,P Above-the-line Votes,The Great Australian Party,GAP,N,N,207,11,1,3,18,240
NSW,251,Watson,P,1,37446,"HOPKINS, Matthew",The Great Australian Party,GAP,N,N,15,1,1,1,0,18
NSW,251,Watson,P,2,37449,"NOHRA, George",The Great Australian Party,GAP,N,N,3,0,0,0,0,3
NSW,251,Watson,Q,0,37979,Q Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,1510,174,64,53,142,1943
NSW,251,Watson,Q,1,36750,"BALDERSTONE, Michael",Legalise Cannabis Australia,HMP,N,N,59,15,3,1,9,87
NSW,251,Watson,Q,2,36754,"HESTER, Gail",Legalise Cannabis Australia,HMP,N,N,6,0,0,0,1,7
NSW,251,Watson,R,0,37974,R Above-the-line Votes,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,199,12,3,5,39,258
NSW,251,Watson,R,1,36465,"LEONG, Andrea","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,15,3,0,2,8,28
NSW,251,Watson,R,2,36467,"BRYCE, Ian R","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,3,0,0,0,0,3
NSW,251,Watson,S,0,37986,S Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,2411,137,29,63,378,3018
NSW,251,Watson,S,1,37750,"McCULLOCH, Kate",Pauline Hanson's One Nation,ON,N,N,120,4,2,5,29,160
NSW,251,Watson,S,2,37752,"GRIGG, Colin",Pauline Hanson's One Nation,ON,N,N,23,0,0,0,6,29
NSW,251,Watson,S,3,37754,"SMITH, Roger",Pauline Hanson's One Nation,ON,N,N,6,1,1,0,3,11
NSW,251,Watson,T,0,37970,T Above-the-line Votes,Liberal Democrats,LDP,N,N,1746,105,32,68,199,2150
NSW,251,Watson,T,1,36414,"RUDDICK, John",Liberal Democrats,LDP,N,N,49,1,0,1,8,59
NSW,251,Watson,T,2,36418,"LARTER, John",Liberal Democrats,LDP,N,N,13,2,0,0,2,17
NSW,251,Watson,T,3,36422,"CALDWELL, James Arthur",Liberal Democrats,LDP,N,N,4,0,0,0,0,4
NSW,251,Watson,T,4,36427,"GUEST, Mark Antony",Liberal Democrats,LDP,N,N,2,0,0,0,1,3
NSW,251,Watson,U,0,37982,U Above-the-line Votes,Australian Values Party,AUVA,N,N,120,3,2,3,16,144
NSW,251,Watson,U,1,36942,"CLANCY, Selena",Australian Values Party,AUVA,N,N,7,0,0,0,1,8
NSW,251,Watson,U,2,36947,"GILBERT, Dave",Australian Values Party,AUVA,N,N,1,0,0,0,0,1
NSW,251,Watson,V,0,37978,V Above-the-line Votes,Labor,ALP,N,N,30366,1379,344,761,4084,36934
NSW,251,Watson,V,1,37168,"O'NEILL, Deborah",Labor,ALP,Y,Y,791,46,10,27,137,1011
NSW,251,Watson,V,2,37173,"McALLISTER, Jenny",Labor,ALP,Y,Y,100,8,0,1,22,131
NSW,251,Watson,V,3,37180,"MORRIS, Shireen",Labor,ALP,N,N,128,7,1,2,11,149
