Division,State,Party,Primary Vote,Name,Gender
Curtin,WA,ON,0.012083756,Dale marie Grillo,1
Curtin,WA,ALP,0.135172032,Yannick Spencer,1
Curtin,WA,GRN,0.100442764,Cameron Pidgeon,1
Durack,WA,LP,0.321029433,Melissa Price,0
Durack,WA,ALP,0.27253452,Jeremiah Riley,1
Durack,WA,ON,0.064485806,Brenton Johannsen,1
Durack,WA,NP,0.09567379,Ian Blayney,1
Durack,WA,GRN,0.08833114,Bianca Mcneair,0
Durack,WA,UAPP,0.023281319,Andrew charles Middleton,1
Forrest,WA,UAPP,0.024181651,Helen Allan,0
Forrest,WA,GRN,0.127387265,Christine Terrantroy,0
Forrest,WA,ALP,0.260077349,Bronwen English,0
Forrest,WA,ON,0.050037877,Shane Mezger,1
Forrest,WA,LP,0.408735696,Nola Marino,0
Fremantle,WA,ALP,0.414218183,Josh Wilson,1
Fremantle,WA,UAPP,0.019216357,Stella Jinman,0
Fremantle,WA,LP,0.228184631,Bill Koul,1
Fremantle,WA,GRN,0.170929495,Felicity Townsend,0
Fremantle,WA,ON,0.029401026,William Edgar,1
Hasluck,WA,GRN,0.103801716,Brendan Sturcke,1
Hasluck,WA,UAPP,0.028505681,Will Scott,1
Hasluck,WA,ON,0.036272113,Ian Monck,1
Hasluck,WA,LP,0.315345894,Ken Wyatt,1
Hasluck,WA,ALP,0.375320006,Tania Lawrence,0
Moore,WA,ALP,0.313790385,Tom French,1
Moore,WA,GRN,0.136620338,Mark Cooper,1
Moore,WA,LP,0.400693095,Ian Goodenough,1
Moore,WA,ON,0.032463603,Brian Brightman,1
Moore,WA,UAPP,0.021471268,Helen Watkinson,0
O'Connor,WA,ON,0.066582866,Stan Kustrin,1
O'Connor,WA,ALP,0.250954942,Shaneane Weldon,0
O'Connor,WA,GRN,0.100210477,Giz Watson,0
O'Connor,WA,UAPP,0.016779701,Tracy anne Tirronen,0
O'Connor,WA,LP,0.421879872,Rick Wilson,1
Pearce,WA,GRN,0.102902531,Donna Nelson,0
Pearce,WA,ALP,0.401059058,Tracey Roberts,0
Pearce,WA,UAPP,0.025034083,Trevor richard Dalby,1
Pearce,WA,ON,0.042431487,Aaron Malloy,1
Pearce,WA,LP,0.280373832,Linda Aitken,0
Perth,WA,ON,0.02542804,Cameron Bailey,1
Perth,WA,ALP,0.370607442,Patrick Gorman,1
Perth,WA,UAPP,0.014846128,Sonya michelle Eberhart,0
Perth,WA,GRN,0.209242524,Caroline Perks,0
Perth,WA,LP,0.252467417,David Dwyer,1
Swan,WA,UAPP,0.024976085,Paul Hilton,1
Swan,WA,ALP,0.370161298,Zaneta Mascarenhas,0
Swan,WA,ON,0.024095244,Peter Hallifax,1
Swan,WA,LP,0.30399409,Kristy Mcsweeney,0
Swan,WA,GRN,0.140754492,Clint Uink,1
Tangney,WA,ON,0.020461639,Tshung-hui Chang,1
Tangney,WA,UAPP,0.015390944,Travis llewellyn Mark,1
Tangney,WA,ALP,0.366127402,Sam Lim,1
Tangney,WA,LP,0.384621576,Ben Morton,1
Tangney,WA,GRN,0.115150377,Adam Abdul razak,1
